advisor_id,publication_candidate_id,title,doi,year,candidate_source,candidate_author_id,author_name,affiliation,orcid,identity_status,identity_evidence,counterevidence,decision,adopted_evidence_id,duplicate_group,version_relation,review_required,notes
fan-liangliang,E7,Novel MORC2 variants in Charcot-Marie-Tooth disease type 2Z: genetic and functional insights.,10.3389/fmed.2026.1864944,2026,PubMed PMID 42656289; DOI/Crossref; official profile for listed publications,OFFICIAL_PROFILE_NAME_AFFILIATION_CLUSTER,Liang-Liang Fan,Central South University,,verified,Exact current cell-biology unit and medical-genetics topic.,None found in reviewed records,candidate,,,canonical journal record; no linked preprint identified,yes,Featured selection remains pending_manual_review.
fan-liangliang,E8,"Clinical and immunological features of a patient exhibiting delayed puberty, microcephaly, scoliosis and epilepsy caused by a novel mutation in IGSF10.",10.3389/fcell.2026.1816964,2026,PubMed PMID 42597489; DOI/Crossref; official profile for listed publications,OFFICIAL_PROFILE_NAME_AFFILIATION_CLUSTER,Liang-Liang Fan,Central South University,,verified,Exact current cell-biology unit and medical-genetics topic.,None found in reviewed records,candidate,,,canonical journal record; no linked preprint identified,yes,Featured selection remains pending_manual_review.
fan-liangliang,E9,Effects of Thap6 gene knockout on emotional and social behaviors in mice.,10.11817/j.issn.1672-7347.2026.260005,2026,PubMed PMID 42565575; DOI/Crossref; official profile for listed publications,OFFICIAL_PROFILE_NAME_AFFILIATION_CLUSTER,Liang-Liang Fan,Central South University,,verified,Exact current unit and model-organism method.,None found in reviewed records,candidate,,,canonical journal record; no linked preprint identified,yes,Featured selection remains pending_manual_review.
fan-liangliang,E10,A novel mutation in SETD1A is associated with early-onset epilepsy-a rare case report.,10.3389/fnins.2026.1864983,2026,PubMed PMID 42495272; DOI/Crossref; official profile for listed publications,OFFICIAL_PROFILE_NAME_AFFILIATION_CLUSTER,Liang-Liang Fan,Central South University,,verified,Exact current unit and medical-genetics topic.,None found in reviewed records,candidate,,,canonical journal record; no linked preprint identified,yes,Featured selection remains pending_manual_review.
fan-liangliang,E11,Whole exome sequencing identified a novel compound heterozygous mutation of nephrocystin 4 in a child with nephronophthisis-a rare case report.,10.3389/fped.2026.1864993,2026,PubMed PMID 42483414; DOI/Crossref; official profile for listed publications,OFFICIAL_PROFILE_NAME_AFFILIATION_CLUSTER,Liang-Liang Fan,Central South University,,verified,Exact current unit and renal-genetics topic.,None found in reviewed records,candidate,,,canonical journal record; no linked preprint identified,yes,Featured selection remains pending_manual_review.
guo-yi,E2,Research on the influencing factors of users' information processing in online health communities based on heuristic-systematic model.,10.3389/fpsyg.2022.966033,2022,PubMed PMID 36324785; DOI/Crossref; official profile for listed publications,OFFICIAL_PROFILE_NAME_AFFILIATION_CLUSTER,Yi Guo,Central South University,,verified,Official representative list plus exact biomedical-informatics affiliation.,None found in reviewed records,adopted,E2,,canonical journal record; no linked preprint identified,yes,Featured selection remains pending_manual_review.
guo-yi,E3,Effect of Information Framing on Wearing Masks During the COVID-19 Pandemic: Interaction With Social Norms and Information Credibility.,10.3389/fpubh.2022.811792,2022,PubMed PMID 35284387; DOI/Crossref; official profile for listed publications,OFFICIAL_PROFILE_NAME_AFFILIATION_CLUSTER,Yi Guo,Central South University,,verified,Official representative list plus exact biomedical-informatics affiliation.,None found in reviewed records,adopted,E3,,canonical journal record; no linked preprint identified,yes,Featured selection remains pending_manual_review.
guo-yi,E4,The Uptake and Vaccination Willingness of COVID-19 Vaccine among Chinese Residents: Web-Based Online Cross-Sectional Study.,10.3390/vaccines10010090,2022,PubMed PMID 35062751; DOI/Crossref; official profile for listed publications,OFFICIAL_PROFILE_NAME_AFFILIATION_CLUSTER,Yi Guo,Central South University,0000-0003-2727-9809,verified,Official representative list plus exact ORCID and biomedical-information affiliation.,None found in reviewed records,adopted,E4,,canonical journal record; no linked preprint identified,yes,Featured selection remains pending_manual_review.
guo-yi,E5,Exploring Users' Health Behavior Changes in Online Health Communities: Heuristic-Systematic Perspective Study.,10.3390/ijerph191811783,2022,PubMed PMID 36142055; DOI/Crossref; official profile for listed publications,OFFICIAL_PROFILE_NAME_AFFILIATION_CLUSTER,Yi Guo,Central South University,0000-0003-2727-9809,verified,Official representative list plus exact ORCID and biomedical-information affiliation.,None found in reviewed records,adopted,E5,,canonical journal record; no linked preprint identified,yes,Featured selection remains pending_manual_review.
guo-yi,E6,Genetic Analysis and Literature Review of SNCA Variants in Parkinson's Disease.,10.3389/fnagi.2021.648151,2021,PubMed PMID 34456707; DOI/Crossref; official profile for listed publications,OFFICIAL_PROFILE_NAME_AFFILIATION_CLUSTER,Yi Guo,Central South University,,verified,Official representative list plus first-author position and medical-information affiliation.,None found in reviewed records,adopted,E6,,canonical journal record; no linked preprint identified,yes,Featured selection remains pending_manual_review.
guo-yi,E7,Assessing the influence of generative artificial intelligence (GenAI) on awareness and behavior in medical research integrity: An online survey study.,10.1080/08989621.2025.2554696,2025,PubMed PMID 40908928; DOI/Crossref; official profile for listed publications,AMBIGUOUS_CLUSTER,Yi Guo,,,unresolved,"Name and broad School of Life Sciences affiliation fit, but department/email/ORCID do not close the common-name risk.","Name and broad School of Life Sciences affiliation fit, but department/email/ORCID do not close the common-name risk.",identity_pending,,,canonical journal record; no linked preprint identified,yes,Featured selection remains pending_manual_review.
guo-yi,E8,Genetic architecture of amyotrophic lateral sclerosis: a comprehensive review.,10.1016/j.jgg.2025.05.008,2025,PubMed PMID 40446958; DOI/Crossref; official profile for listed publications,OFFICIAL_PROFILE_NAME_AFFILIATION_CLUSTER,Yi Guo,Central South University,,verified,Exact medical-information unit and genetics topic.,None found in reviewed records,adopted,E8,,canonical journal record; no linked preprint identified,yes,Featured selection remains pending_manual_review. Owner decision 2026-09-10: promoted to adopted for local publication review; not release approval.
guo-yi,E9,Factors influencing user's health information discernment abilities in online health communities: based on SEM and fsQCA.,10.3389/fpubh.2024.1379094,2024,PubMed PMID 39351031; DOI/Crossref; official profile for listed publications,OFFICIAL_PROFILE_NAME_AFFILIATION_CLUSTER,Yi Guo,Central South University,,verified,Exact biomedical-informatics unit and online-health coauthor/topic continuity.,None found in reviewed records,adopted,E9,,canonical journal record; no linked preprint identified,yes,Featured selection remains pending_manual_review. Owner decision 2026-09-10: promoted to adopted for local publication review; not release approval.
guo-yi,E10,Scientific misconduct responsibility attribution: An empirical study on byline position and team identity in Chinese medical papers.,10.1371/journal.pone.0308377,2024,PubMed PMID 39102401; DOI/Crossref; official profile for listed publications,OFFICIAL_PROFILE_NAME_AFFILIATION_CLUSTER,Yi Guo,Central South University,,verified,Exact biomedical-informatics unit and research-information topic.,None found in reviewed records,candidate,,,canonical journal record; no linked preprint identified,yes,Featured selection remains pending_manual_review.
guo-yi,E11,HOXC10 Protects from Skin Aging by Targeting the FZD6/Wnt/β-Catenin Signaling Pathway.,10.34133/research.0976,2025,PubMed PMID 41268215; DOI/Crossref; official profile for listed publications,SAME_NAME_OTHER_CLUSTER,Yi Guo,Xiangya Hospital Department of Dermatology,,conflict,Same-name author is in dermatology with a different department and coauthor network.,Same-name author is in dermatology with a different department and coauthor network.,excluded,,,canonical journal record; no linked preprint identified,yes,Featured selection remains pending_manual_review.
jiang-hao,E2,Targeting C21orf58 is a Novel Treatment Strategy of Hepatocellular Carcinoma by Disrupting the Formation of JAK2/C21orf58/STAT3 Complex.,10.1002/advs.202306623,2024,PubMed PMID 38342622; DOI/Crossref; official profile for listed publications,OFFICIAL_PROFILE_NAME_AFFILIATION_CLUSTER,Hao Jiang,Central South University,,verified,Official representative list plus first-author position and exact biomedical-informatics affiliation.,None found in reviewed records,adopted,E2,,canonical journal record; no linked preprint identified,yes,Featured selection remains pending_manual_review.
jiang-hao,E3,STAT5a and SH2B3 novel mutations display malignancy roles in a triple-negative primary myelofibrosis patient.,10.1038/s41417-023-00719-7,2024,PubMed PMID 38135698; DOI/Crossref; official profile for listed publications,OFFICIAL_PROFILE_NAME_AFFILIATION_CLUSTER,Hao Jiang,Central South University,0000-0001-7270-1939,verified,"Official representative list plus exact ORCID, email and biomedical-informatics affiliation.",None found in reviewed records,adopted,E3,,canonical journal record; no linked preprint identified,yes,Featured selection remains pending_manual_review.
jiang-hao,E4,Deubiquitinase OTUD3: a double-edged sword in immunity and disease.,10.3389/fcell.2023.1237530,2023,PubMed PMID 37829187; DOI/Crossref; official profile for listed publications,OFFICIAL_PROFILE_NAME_AFFILIATION_CLUSTER,Hao Jiang,Central South University,,verified,Official representative list plus exact biomedical-informatics affiliation.,None found in reviewed records,adopted,E4,,canonical journal record; no linked preprint identified,yes,Featured selection remains pending_manual_review.
jiang-hao,E5,Immunostimulant nanomodulator boosts antitumor immune response in triple negative breast cancer by synergism of vessel normalization and photothermal therapy.,10.1007/s12274-023-5786-8,2023,DOI/Crossref; official profile for listed publications,AMBIGUOUS_CLUSTER,Hao Jiang,,,unresolved,"Official profile and Crossref close title/first author, but reviewed metadata did not close publication-time affiliation; retained unresolved.","Official profile and Crossref close title/first author, but reviewed metadata did not close publication-time affiliation; retained unresolved.",identity_pending,,,canonical journal record; no linked preprint identified,yes,Featured selection remains pending_manual_review.
jiang-hao,E6,Upregulated GATA3/miR205-5p Axis Inhibits MFNG Transcription and Reduces the Malignancy of Triple-Negative Breast Cancer.,10.3390/cancers14133057,2022,PubMed PMID 35804829; DOI/Crossref; official profile for listed publications,OFFICIAL_PROFILE_NAME_AFFILIATION_CLUSTER,Hao Jiang,Central South University,,verified,Official representative list plus exact biomedical-informatics affiliation.,None found in reviewed records,adopted,E6,,canonical journal record; no linked preprint identified,yes,Featured selection remains pending_manual_review.
jiang-hao,E7,RFC5 and STAT3 form a transcriptional complex to drive NSCLC progression via c-Myc.,10.1016/j.isci.2026.117246,2026,PubMed PMID 42662404; DOI/Crossref; official profile for listed publications,OFFICIAL_PROFILE_NAME_AFFILIATION_CLUSTER,Hao Jiang,Central South University,,verified,Exact biomedical-informatics unit and established tumor/STAT3 network.,None found in reviewed records,adopted,E7,,canonical journal record; no linked preprint identified,yes,Featured selection remains pending_manual_review. Owner decision 2026-09-10: promoted to adopted for local publication review; not release approval.
jiang-hao,E8,Durvalumab Consolidation Treatment Following Concurrent Chemoradiotherapy in Limited-Stage SCLC: ADRIATIC China Subgroup Analysis.,10.1016/j.jtocrr.2026.101022,2026,PubMed PMID 42529258; DOI/Crossref; official profile for listed publications,SAME_NAME_OTHER_CLUSTER,Hao Jiang,First Affiliated Hospital of Bengbu Medical University,,conflict,Same-name author has a different hospital and radiation-oncology network.,Same-name author has a different hospital and radiation-oncology network.,excluded,,,canonical journal record; no linked preprint identified,yes,Featured selection remains pending_manual_review.
jiang-hao,E9,Lattice Geometry Modulation of Heisenberg Superexchange in B/C/N-Substituted MXenes.,10.1021/acs.inorgchem.6c01622,2026,PubMed PMID 42443070; DOI/Crossref; official profile for listed publications,SAME_NAME_OTHER_CLUSTER,Hao Jiang,Central South University School of Physics,,conflict,Same-name author is in physics and an unrelated field/network.,Same-name author is in physics and an unrelated field/network.,excluded,,,canonical journal record; no linked preprint identified,yes,Featured selection remains pending_manual_review.
jiang-hao,E10,Efficacy and safety of toripalimab in combination with cetuximab in patients with recurrent or metastatic head and neck squamous cell carcinoma: a phase 1b/2 study.,10.1038/s41392-026-02707-3,2026,PubMed PMID 42260304; DOI/Crossref; official profile for listed publications,SAME_NAME_OTHER_CLUSTER,Hao Jiang,First Affiliated Hospital of Bengbu Medical University,,conflict,Same-name author has a different hospital and radiation-oncology network.,Same-name author has a different hospital and radiation-oncology network.,excluded,,,canonical journal record; no linked preprint identified,yes,Featured selection remains pending_manual_review.
jiang-hao,E11,One-pot fabrication and characterization of ZnO nanoflowers using Zanthoxylum simulans and evaluating their biomedical claims.,10.1007/s00604-026-08166-5,2026,PubMed PMID 42246990; DOI/Crossref; official profile for listed publications,AMBIGUOUS_CLUSTER,Hao Jiang,,,unresolved,"Department text fits, but the listed email is jianhao1209@csu.edu.cn rather than the publication identity email; keep unresolved.","Department text fits, but the listed email is jianhao1209@csu.edu.cn rather than the publication identity email; keep unresolved.",identity_pending,,,canonical journal record; no linked preprint identified,yes,Featured selection remains pending_manual_review.
li-jinchen,E2,Prioritizing de novo potential non-canonical splicing variants in neurodevelopmental disorders.,10.1016/j.ebiom.2023.104928,2024,PubMed PMID 38113761; DOI/Crossref; official profile for listed publications,OFFICIAL_PROFILE_NAME_AFFILIATION_CLUSTER,Jinchen Li,Central South University,,verified,Official representative list plus official email and multi-unit CSU affiliation.,None found in reviewed records,adopted,E2,,canonical journal record; no linked preprint identified,yes,Featured selection remains pending_manual_review.
li-jinchen,E3,VarCards2: an integrated genetic and clinical database for ACMG-AMP variant-interpretation guidelines in the human whole genome.,10.1093/nar/gkad1061,2024,PubMed PMID 37956311; DOI/Crossref; official profile for listed publications,OFFICIAL_PROFILE_NAME_AFFILIATION_CLUSTER,Jinchen Li,Central South University,,verified,Official representative list plus exact author and multi-unit CSU affiliation; publication ORCID conflicts with another official paper and is not adopted as advisor ORCID.,None found in reviewed records,adopted,E3,,canonical journal record; no linked preprint identified,yes,Featured selection remains pending_manual_review.
li-jinchen,E4,"A metabolomic profile of biological aging in 250,341 individuals from the UK Biobank.",10.1038/s41467-024-52310-9,2024,PubMed PMID 39278973; DOI/Crossref; official profile for listed publications,OFFICIAL_PROFILE_NAME_AFFILIATION_CLUSTER,Jinchen Li,Central South University,,verified,Official representative list plus official email and multi-unit CSU affiliation; ORCID conflicts with E3 and remains unresolved.,None found in reviewed records,adopted,E4,,canonical journal record; no linked preprint identified,yes,Featured selection remains pending_manual_review.
li-jinchen,E5,Gene4Denovo2: an updated platform for human de novo mutations discovery and interpretation.,10.1093/nar/gkaf980,2026,PubMed PMID 41024706; DOI/Crossref; official profile for listed publications,OFFICIAL_PROFILE_NAME_AFFILIATION_CLUSTER,Jinchen Li,Central South University,,verified,Official representative list plus exact author and multi-unit CSU affiliation.,None found in reviewed records,adopted,E5,,canonical journal record; no linked preprint identified,yes,Featured selection remains pending_manual_review.
li-jinchen,E6,Interactions between rare and common variant genetic risks in determining telomere length.,10.1016/j.scib.2025.10.028,2026,PubMed PMID 41203482; DOI/Crossref; official profile for listed publications,OFFICIAL_PROFILE_NAME_AFFILIATION_CLUSTER,Jinchen Li,Central South University,,verified,Official representative list plus official email and multi-unit CSU affiliation.,None found in reviewed records,adopted,E6,,canonical journal record; no linked preprint identified,yes,Featured selection remains pending_manual_review.
li-jinchen,E7,DeNovoSeer: a deep learning framework for pathogenicity prediction of de novo mutations.,10.1093/bib/bbag428,2026,PubMed PMID 42574277; DOI/Crossref; official profile for listed publications,AMBIGUOUS_CLUSTER,Jinchen Li,,,unresolved,"Relevant unit but carries ORCID 0000-0003-3335-9303, one side of the unresolved two-ORCID conflict.","Relevant unit but carries ORCID 0000-0003-3335-9303, one side of the unresolved two-ORCID conflict.",identity_pending,,,canonical journal record; no linked preprint identified,yes,Featured selection remains pending_manual_review.
li-jinchen,E8,Genomic landscape of rare variants in a Chinese autism cohort and discovery of novel risk genes.,10.1038/s41380-026-03754-6,2026,PubMed PMID 42463903; DOI/Crossref; official profile for listed publications,AMBIGUOUS_CLUSTER,Jinchen Li,,,unresolved,"Relevant unit but carries ORCID 0000-0001-5522-806X, the other side of the unresolved two-ORCID conflict.","Relevant unit but carries ORCID 0000-0001-5522-806X, the other side of the unresolved two-ORCID conflict.",identity_pending,,,canonical journal record; no linked preprint identified,yes,Featured selection remains pending_manual_review.
li-jinchen,E9,Biallelic hexose-6-phosphate dehydrogenase variants cause mitochondrial dysfunction underlying Parkinson's disease.,10.1016/j.scib.2026.07.038,2026,PubMed PMID 42463407; DOI/Crossref; official profile for listed publications,OFFICIAL_PROFILE_NAME_AFFILIATION_CLUSTER,Jinchen Li,Central South University,,verified,Exact multi-unit CSU bioinformatics/medical-genetics affiliation and official disease direction.,None found in reviewed records,adopted,E9,,canonical journal record; no linked preprint identified,yes,Featured selection remains pending_manual_review. Owner decision 2026-09-10: promoted to adopted for local publication review; not release approval.
li-jinchen,E10,Metabolomic signatures for diagnosis and clinical severity in Parkinson's disease.,10.1016/j.ebiom.2026.106383,2026,PubMed PMID 42447752; DOI/Crossref; official profile for listed publications,OFFICIAL_PROFILE_NAME_AFFILIATION_CLUSTER,Jinchen Li,Central South University,,verified,Exact multi-unit CSU affiliation and official neuropsychiatric-disease direction.,None found in reviewed records,candidate,,,canonical journal record; no linked preprint identified,yes,Featured selection remains pending_manual_review.
li-jinchen,E11,Large-scale profiling of blood microbial signatures in patients with Parkinson's disease and its association with disease progression: a cross-sectional study.,10.1016/j.ebiom.2026.106224,2026,PubMed PMID 41864063; DOI/Crossref; official profile for listed publications,OFFICIAL_PROFILE_NAME_AFFILIATION_CLUSTER,Jinchen Li,Central South University,,verified,"Official email, exact multi-unit CSU affiliation and disease direction.",None found in reviewed records,adopted,E11,,canonical journal record; no linked preprint identified,yes,Featured selection remains pending_manual_review. Owner decision 2026-09-10: promoted to adopted for local publication review; not release approval.
